DataID,temp1,temp2,ldr,heater,humidity1,humidity2,pump,TimeRead
110,0,26,0,0,0,0,0,12/6/2020 14:19
111,36,0,0,0,0,0,0,12/6/2020 14:19
112,0,0,0,0,10,0,0,12/6/2020 14:19
113,0,0,0,0,0,49,0,12/6/2020 14:19
114,0,0,0,0,0,0,ON,12/6/2020 14:19
115,0,0,0,ON,0,0,0,12/6/2020 14:19
116,0,28,0,0,0,0,0,12/6/2020 14:19
117,32,0,0,0,0,0,0,12/6/2020 14:19
118,0,0,0,0,5,0,0,12/6/2020 14:19
119,0,0,0,0,0,52,0,12/6/2020 14:19
120,0,0,346,0,0,0,0,12/6/2020 14:19
121,40,0,0,0,0,0,0,12/6/2020 14:19
122,0,22,0,0,0,0,0,12/6/2020 14:19
123,0,0,0,0,43,0,0,12/6/2020 14:19
124,0,0,0,0,0,43,0,12/6/2020 14:19
125,36,0,0,0,0,0,0,12/6/2020 14:19
126,0,30,0,0,0,0,0,12/6/2020 14:19
127,0,0,0,0,11,0,0,12/6/2020 14:19
128,0,0,0,0,0,97,0,12/6/2020 14:19
129,38,0,0,0,0,0,0,12/6/2020 14:19
130,0,20,0,0,0,0,0,12/6/2020 14:19
131,0,0,0,0,40,0,0,12/6/2020 14:19
132,0,0,0,0,0,97,0,12/6/2020 14:19
133,0,0,848,0,0,0,0,12/6/2020 14:19
134,40,0,0,0,0,0,0,12/6/2020 14:19
135,0,24,0,0,0,0,0,12/6/2020 14:19
136,0,0,0,0,50,0,0,12/6/2020 14:19
137,0,0,0,0,0,41,0,12/6/2020 14:19
138,0,0,0,0,0,0,OFF,12/6/2020 14:19
139,0,0,0,OFF,0,0,0,12/6/2020 14:19
140,38,0,0,0,0,0,0,12/6/2020 14:19
141,0,22,0,0,0,0,0,12/6/2020 14:19
142,0,0,0,0,20,0,0,12/6/2020 14:19
143,0,0,0,0,0,49,0,12/6/2020 14:19
144,37,0,0,0,0,0,0,12/6/2020 14:19
145,0,23,0,0,0,0,0,12/6/2020 14:19
146,0,0,0,0,26,0,0,12/6/2020 14:19
147,0,0,0,0,0,82,0,12/6/2020 14:19
148,0,0,622,0,0,0,0,12/6/2020 14:19
149,38,0,0,0,0,0,0,12/6/2020 14:19
150,0,28,0,0,0,0,0,12/6/2020 14:19
151,0,0,0,0,26,0,0,12/6/2020 14:19
152,0,0,0,0,0,99,0,12/6/2020 14:19
153,32,0,0,0,0,0,0,12/6/2020 14:19
154,0,28,0,0,0,0,0,12/6/2020 14:19
155,0,0,0,0,35,0,0,12/6/2020 14:19
156,0,0,0,0,0,52,0,12/6/2020 14:19
157,33,0,0,0,0,0,0,12/6/2020 14:19
158,0,25,0,0,0,0,0,12/6/2020 14:19
159,0,0,0,0,21,0,0,12/6/2020 14:19
160,0,0,0,0,0,68,0,12/6/2020 14:19
161,0,0,0,0,0,0,OFF,12/6/2020 14:19
162,0,0,0,ON,0,0,0,12/6/2020 14:19
163,0,0,361,0,0,0,0,12/6/2020 14:19
164,37,0,0,0,0,0,0,12/6/2020 14:19
165,0,27,0,0,0,0,0,12/6/2020 14:19
166,0,0,0,0,16,0,0,12/6/2020 14:19
167,0,0,0,0,0,65,0,12/6/2020 14:19
168,30,0,0,0,0,0,0,12/6/2020 14:19
169,0,0,0,0,25,0,0,12/6/2020 14:19
170,0,27,0,0,0,0,0,12/6/2020 14:19
171,0,0,0,0,0,47,0,12/6/2020 14:19
172,35,0,0,0,0,0,0,12/6/2020 14:19
173,0,28,0,0,0,0,0,12/6/2020 14:19
174,0,0,0,0,44,0,0,12/6/2020 14:19
175,0,0,0,0,0,55,0,12/6/2020 14:19
176,0,0,837,0,0,0,0,12/6/2020 14:19
177,37,0,0,0,0,0,0,12/6/2020 14:19
178,0,0,0,0,40,0,0,12/6/2020 14:19
179,0,26,0,0,0,0,0,12/6/2020 14:19
180,0,0,0,0,0,52,0,12/6/2020 14:19
181,30,0,0,0,0,0,0,12/6/2020 14:19
182,0,0,0,0,12,0,0,12/6/2020 14:19
183,0,22,0,0,0,0,0,12/6/2020 14:19
184,0,0,0,0,0,70,0,12/6/2020 14:19
185,0,0,0,0,0,0,OFF,12/6/2020 14:19
186,0,0,0,ON,0,0,0,12/6/2020 14:19
187,39,0,0,0,0,0,0,12/6/2020 14:19
188,0,0,0,0,14,0,0,12/6/2020 14:19
189,0,20,0,0,0,0,0,12/6/2020 14:19
190,0,0,0,0,0,46,0,12/6/2020 14:19
191,0,0,790,0,0,0,0,12/6/2020 14:19
192,35,0,0,0,0,0,0,12/6/2020 14:19
193,0,0,0,0,29,0,0,12/6/2020 14:19
194,0,0,0,0,0,91,0,12/6/2020 14:19
195,0,25,0,0,0,0,0,12/6/2020 14:19
196,39,0,0,0,0,0,0,12/6/2020 14:19
197,0,0,0,0,31,0,0,12/6/2020 14:19
198,0,0,0,0,0,50,0,12/6/2020 14:19
199,0,30,0,0,0,0,0,12/6/2020 14:19
200,36,0,0,0,0,0,0,12/6/2020 14:19
201,0,0,0,0,54,0,0,12/6/2020 14:19
202,0,0,0,0,0,78,0,12/6/2020 14:19
203,0,30,0,0,0,0,0,12/6/2020 14:19
204,0,0,619,0,0,0,0,12/6/2020 14:19
205,30,0,0,0,0,0,0,12/6/2020 14:19
206,0,0,0,0,28,0,0,12/6/2020 14:19
207,0,0,0,0,0,46,0,12/6/2020 14:19
208,0,30,0,0,0,0,0,12/6/2020 14:19
209,0,0,0,0,0,0,OFF,12/6/2020 14:19
210,0,0,0,OFF,0,0,0,12/6/2020 14:19
211,40,0,0,0,0,0,0,12/6/2020 14:19
212,0,0,0,0,43,0,0,12/6/2020 14:19
213,0,0,0,0,0,51,0,12/6/2020 14:19
214,0,30,0,0,0,0,0,12/6/2020 14:19
215,32,0,0,0,0,0,0,12/6/2020 14:19
216,0,0,0,0,45,0,0,12/6/2020 14:19
217,0,0,0,0,0,90,0,12/6/2020 14:19
218,0,23,0,0,0,0,0,12/6/2020 14:19
219,0,0,206,0,0,0,0,12/6/2020 14:19
220,39,0,0,0,0,0,0,12/6/2020 14:19
221,0,0,0,0,51,0,0,12/6/2020 14:19
222,0,0,0,0,0,56,0,12/6/2020 14:19
223,0,28,0,0,0,0,0,12/6/2020 14:19
224,37,0,0,0,0,0,0,12/6/2020 14:19
225,0,0,0,0,16,0,0,12/6/2020 14:19
226,0,0,0,0,0,54,0,12/6/2020 14:19
227,0,30,0,0,0,0,0,12/6/2020 14:19
228,35,0,0,0,0,0,0,12/6/2020 14:19
229,0,0,0,0,44,0,0,12/6/2020 14:19
230,0,0,0,0,0,64,0,12/6/2020 14:19
231,0,29,0,0,0,0,0,12/6/2020 14:19
232,0,0,0,0,0,0,OFF,12/6/2020 14:19
233,0,0,0,OFF,0,0,0,12/6/2020 14:19
234,0,0,746,0,0,0,0,12/6/2020 14:19
235,39,0,0,0,0,0,0,12/6/2020 14:19
236,0,0,0,0,34,0,0,12/6/2020 14:19
237,0,0,0,0,0,83,0,12/6/2020 14:19
238,0,30,0,0,0,0,0,12/6/2020 14:19
239,37,0,0,0,0,0,0,12/6/2020 14:19
240,0,0,0,0,53,0,0,12/6/2020 14:19
241,0,0,0,0,0,49,0,12/6/2020 14:19
242,0,20,0,0,0,0,0,12/6/2020 14:19
243,35,0,0,0,0,0,0,12/6/2020 14:19
244,0,0,0,0,39,0,0,12/6/2020 14:19
245,0,0,0,0,0,44,0,12/6/2020 14:19
246,0,27,0,0,0,0,0,12/6/2020 14:19
247,0,0,704,0,0,0,0,12/6/2020 14:19
248,32,0,0,0,0,0,0,12/6/2020 14:19
249,0,0,0,0,19,0,0,12/6/2020 14:19
250,0,0,0,0,0,58,0,12/6/2020 14:19
251,0,20,0,0,0,0,0,12/6/2020 14:19
252,36,0,0,0,0,0,0,12/6/2020 14:19
253,0,0,0,0,23,0,0,12/6/2020 14:19
254,0,0,0,0,0,62,0,12/6/2020 14:19
255,0,30,0,0,0,0,0,12/6/2020 14:19
256,0,0,0,0,0,0,OFF,12/6/2020 14:19
257,0,0,0,ON,0,0,0,12/6/2020 14:19
258,38,0,0,0,0,0,0,12/6/2020 14:19
259,0,0,0,0,26,0,0,12/6/2020 14:19
260,0,0,0,0,0,94,0,12/6/2020 14:19
261,0,20,0,0,0,0,0,12/6/2020 14:19
262,0,0,665,0,0,0,0,12/6/2020 14:19
263,40,0,0,0,0,0,0,12/6/2020 14:19
264,0,0,0,0,21,0,0,12/6/2020 14:19
265,0,0,0,0,0,99,0,12/6/2020 14:19
266,0,23,0,0,0,0,0,12/6/2020 14:19
267,31,0,0,0,0,0,0,12/6/2020 14:19
268,0,0,0,0,41,0,0,12/6/2020 14:19
269,0,0,0,0,0,51,0,12/6/2020 14:19
270,0,30,0,0,0,0,0,12/6/2020 14:19
271,40,0,0,0,0,0,0,12/6/2020 14:19
272,0,0,0,0,39,0,0,12/6/2020 14:19
273,0,21,0,0,0,0,0,12/6/2020 14:19
274,0,0,0,0,0,53,0,12/6/2020 14:19
275,0,0,760,0,0,0,0,12/6/2020 14:19
276,31,0,0,0,0,0,0,12/6/2020 14:19
277,0,0,0,0,42,0,0,12/6/2020 14:19
278,0,28,0,0,0,0,0,12/6/2020 14:19
279,0,0,0,0,0,0,ON,12/6/2020 14:19
280,0,0,0,0,0,50,0,12/6/2020 14:19
281,0,0,0,OFF,0,0,0,12/6/2020 14:19
282,38,0,0,0,0,0,0,12/6/2020 14:19
283,0,0,0,0,40,0,0,12/6/2020 14:19
284,0,24,0,0,0,0,0,12/6/2020 14:19
285,0,0,0,0,0,67,0,12/6/2020 14:19
286,38,0,0,0,0,0,0,12/6/2020 14:19
287,0,0,0,0,16,0,0,12/6/2020 14:19
288,0,27,0,0,0,0,0,12/6/2020 14:19
289,0,0,0,0,0,99,0,12/6/2020 14:19
290,0,0,820,0,0,0,0,12/6/2020 14:19
291,37,0,0,0,0,0,0,12/6/2020 14:19
292,0,0,0,0,20,0,0,12/6/2020 14:19
293,0,25,0,0,0,0,0,12/6/2020 14:19
294,0,0,0,0,0,65,0,12/6/2020 14:19
295,33,0,0,0,0,0,0,12/6/2020 14:19
296,0,0,0,0,5,0,0,12/6/2020 14:19
297,0,23,0,0,0,0,0,12/6/2020 14:19
298,0,0,0,0,0,91,0,12/6/2020 14:19
299,0,0,0,0,0,0,OFF,12/6/2020 14:19
300,0,0,0,OFF,0,0,0,12/6/2020 14:19
301,38,0,0,0,0,0,0,12/6/2020 14:19
302,0,0,0,0,6,0,0,12/6/2020 14:19
303,0,23,0,0,0,0,0,12/6/2020 14:19
304,0,0,0,0,0,47,0,12/6/2020 14:19
305,0,0,939,0,0,0,0,12/6/2020 14:19
306,37,0,0,0,0,0,0,12/6/2020 14:19
307,0,0,0,0,58,0,0,12/6/2020 14:19
308,0,26,0,0,0,0,0,12/6/2020 14:19
309,0,0,0,0,0,86,0,12/6/2020 14:19
310,31,0,0,0,0,0,0,12/6/2020 14:19
311,0,0,0,0,37,0,0,12/6/2020 14:19
312,0,28,0,0,0,0,0,12/6/2020 14:19
313,0,0,0,0,0,91,0,12/6/2020 14:19
314,38,0,0,0,0,0,0,12/6/2020 14:19
315,0,0,0,0,60,0,0,12/6/2020 14:19
316,0,26,0,0,0,0,0,12/6/2020 14:19
317,0,0,0,0,0,97,0,12/6/2020 14:19
318,0,0,815,0,0,0,0,12/6/2020 14:19
319,38,0,0,0,0,0,0,12/6/2020 14:19
320,0,0,0,0,36,0,0,12/6/2020 14:19
321,0,20,0,0,0,0,0,12/6/2020 14:19
322,0,0,0,0,0,58,0,12/6/2020 14:19
323,0,0,0,0,0,0,OFF,12/6/2020 14:19
324,0,0,0,ON,0,0,0,12/6/2020 14:19
325,36,0,0,0,0,0,0,12/6/2020 14:19
326,0,0,0,0,23,0,0,12/6/2020 14:19
327,0,21,0,0,0,0,0,12/6/2020 14:19
328,0,0,0,0,0,51,0,12/6/2020 14:19
329,36,0,0,0,0,0,0,12/6/2020 14:19
330,0,0,0,0,10,0,0,12/6/2020 14:19
331,0,20,0,0,0,0,0,12/6/2020 14:19
332,0,0,0,0,0,73,0,12/6/2020 14:19
333,0,0,937,0,0,0,0,12/6/2020 14:19
334,30,0,0,0,0,0,0,12/6/2020 14:19
335,0,0,0,0,21,0,0,12/6/2020 14:19
336,0,27,0,0,0,0,0,12/6/2020 14:19
337,0,0,0,0,0,60,0,12/6/2020 14:19
338,40,0,0,0,0,0,0,12/6/2020 14:20
339,0,0,0,0,40,0,0,12/6/2020 14:20
340,0,24,0,0,0,0,0,12/6/2020 14:20
341,0,0,0,0,0,90,0,12/6/2020 14:20
342,37,0,0,0,0,0,0,12/6/2020 14:20
343,0,0,741,0,0,0,0,12/6/2020 14:20
344,0,0,0,0,17,0,0,12/6/2020 14:20
345,0,30,0,0,0,0,0,12/6/2020 14:20
346,0,0,0,0,0,80,0,12/6/2020 14:20
347,0,0,0,0,0,0,OFF,12/6/2020 14:20
348,0,0,0,OFF,0,0,0,12/6/2020 14:20
349,31,0,0,0,0,0,0,12/6/2020 14:20
350,0,0,0,0,20,0,0,12/6/2020 14:20
351,0,26,0,0,0,0,0,12/6/2020 14:20
352,0,0,0,0,0,93,0,12/6/2020 14:20
353,36,0,0,0,0,0,0,12/6/2020 14:20
354,0,0,0,0,37,0,0,12/6/2020 14:20
355,0,23,0,0,0,0,0,12/6/2020 14:20
356,0,0,0,0,0,92,0,12/6/2020 14:20
357,0,0,901,0,0,0,0,12/6/2020 14:20
358,32,0,0,0,0,0,0,12/6/2020 14:20
359,0,0,0,0,52,0,0,12/6/2020 14:20
360,0,29,0,0,0,0,0,12/6/2020 14:20
361,0,0,0,0,0,42,0,12/6/2020 14:20
362,34,0,0,0,0,0,0,12/6/2020 14:20
363,0,0,0,0,7,0,0,12/6/2020 14:20
364,0,30,0,0,0,0,0,12/6/2020 14:20
365,0,0,0,0,0,78,0,12/6/2020 14:20
366,35,0,0,0,0,0,0,12/6/2020 14:20
367,0,0,0,0,40,0,0,12/6/2020 14:20
368,0,22,0,0,0,0,0,12/6/2020 14:20
369,0,0,0,0,0,46,0,12/6/2020 14:20
370,0,0,0,0,0,0,OFF,12/6/2020 14:20
371,0,0,0,ON,0,0,0,12/6/2020 14:20
372,0,0,684,0,0,0,0,12/6/2020 14:20
373,34,0,0,0,0,0,0,12/6/2020 14:20
374,0,0,0,0,60,0,0,12/6/2020 14:20
375,0,23,0,0,0,0,0,12/6/2020 14:20
376,0,0,0,0,0,88,0,12/6/2020 14:20
377,36,0,0,0,0,0,0,12/6/2020 14:20
378,0,0,0,0,43,0,0,12/6/2020 14:20
379,0,20,0,0,0,0,0,12/6/2020 14:20
380,0,0,0,0,0,48,0,12/6/2020 14:20
381,38,0,0,0,0,0,0,12/6/2020 14:20
382,0,0,0,0,8,0,0,12/6/2020 14:20
383,0,24,0,0,0,0,0,12/6/2020 14:20
384,0,0,0,0,0,67,0,12/6/2020 14:20
385,0,0,867,0,0,0,0,12/6/2020 14:20
386,0,0,0,0,54,0,0,12/6/2020 14:20
387,37,0,0,0,0,0,0,12/6/2020 14:20
388,0,23,0,0,0,0,0,12/6/2020 14:20
389,0,0,0,0,0,82,0,12/6/2020 14:20
390,0,0,0,0,46,0,0,12/6/2020 14:20
391,40,0,0,0,0,0,0,12/6/2020 14:20
392,0,25,0,0,0,0,0,12/6/2020 14:20
393,0,0,0,0,0,43,0,12/6/2020 14:20
394,0,0,0,0,0,0,OFF,12/6/2020 14:20
395,0,0,0,OFF,0,0,0,12/6/2020 14:20
396,0,0,0,0,7,0,0,12/6/2020 14:20
397,35,0,0,0,0,0,0,12/6/2020 14:20
398,0,25,0,0,0,0,0,12/6/2020 14:20
399,0,0,0,0,0,88,0,12/6/2020 14:20
400,0,0,976,0,0,0,0,12/6/2020 14:20
401,0,0,0,0,19,0,0,12/6/2020 14:20
402,34,0,0,0,0,0,0,12/6/2020 14:20
403,0,26,0,0,0,0,0,12/6/2020 14:20
404,0,0,0,0,0,67,0,12/6/2020 14:20
405,0,0,0,0,7,0,0,12/6/2020 14:20
406,35,0,0,0,0,0,0,12/6/2020 14:20
407,0,27,0,0,0,0,0,12/6/2020 14:20
408,0,0,0,0,0,63,0,12/6/2020 14:20
409,0,0,0,0,8,0,0,12/6/2020 14:20
410,31,0,0,0,0,0,0,12/6/2020 14:20
411,0,25,0,0,0,0,0,12/6/2020 14:20
412,0,0,0,0,0,49,0,12/6/2020 14:20
413,0,0,363,0,0,0,0,12/6/2020 14:20
414,0,0,0,0,27,0,0,12/6/2020 14:20
415,40,0,0,0,0,0,0,12/6/2020 14:20
416,0,21,0,0,0,0,0,12/6/2020 14:20
417,0,0,0,0,0,87,0,12/6/2020 14:20
418,0,0,0,0,0,0,ON,12/6/2020 14:20
419,0,0,0,ON,0,0,0,12/6/2020 14:20
420,0,0,0,0,39,0,0,12/6/2020 14:20
421,35,0,0,0,0,0,0,12/6/2020 14:20
422,0,28,0,0,0,0,0,12/6/2020 14:20
423,0,0,0,0,0,47,0,12/6/2020 14:20
424,0,0,0,0,48,0,0,12/6/2020 14:20
425,35,0,0,0,0,0,0,12/6/2020 14:20
426,0,22,0,0,0,0,0,12/6/2020 14:20
427,0,0,0,0,0,54,0,12/6/2020 14:20
428,0,0,948,0,0,0,0,12/6/2020 14:20
429,0,0,0,0,36,0,0,12/6/2020 14:20
430,37,0,0,0,0,0,0,12/6/2020 14:20
431,0,26,0,0,0,0,0,12/6/2020 14:20
432,0,0,0,0,0,88,0,12/6/2020 14:20
433,0,0,0,0,48,0,0,12/6/2020 14:20
434,39,0,0,0,0,0,0,12/6/2020 14:20
435,0,30,0,0,0,0,0,12/6/2020 14:20
436,0,0,0,0,0,99,0,12/6/2020 14:20
437,0,0,0,0,19,0,0,12/6/2020 14:20
438,38,0,0,0,0,0,0,12/6/2020 14:20
439,0,27,0,0,0,0,0,12/6/2020 14:20
440,0,0,0,0,0,57,0,12/6/2020 14:20
441,0,0,0,0,0,0,ON,12/6/2020 14:20
442,0,0,0,ON,0,0,0,12/6/2020 14:20
443,0,0,642,0,0,0,0,12/6/2020 14:20
444,0,0,0,0,8,0,0,12/6/2020 14:20
445,36,0,0,0,0,0,0,12/6/2020 14:20
446,0,30,0,0,0,0,0,12/6/2020 14:20
447,0,0,0,0,0,86,0,12/6/2020 14:20
448,0,0,0,0,57,0,0,12/6/2020 14:20
449,33,0,0,0,0,0,0,12/6/2020 14:20
450,0,26,0,0,0,0,0,12/6/2020 14:20
451,0,0,0,0,0,93,0,12/6/2020 14:20
452,0,0,0,0,8,0,0,12/6/2020 14:20
453,40,0,0,0,0,0,0,12/6/2020 14:20
454,0,28,0,0,0,0,0,12/6/2020 14:20
455,0,0,0,0,0,75,0,12/6/2020 14:20
456,0,0,701,0,0,0,0,12/6/2020 14:20
457,0,0,0,0,52,0,0,12/6/2020 14:20
458,40,0,0,0,0,0,0,12/6/2020 14:20
459,0,24,0,0,0,0,0,12/6/2020 14:20
460,0,0,0,0,0,81,0,12/6/2020 14:20
461,0,0,0,0,18,0,0,12/6/2020 14:20
462,39,0,0,0,0,0,0,12/6/2020 14:20
463,0,26,0,0,0,0,0,12/6/2020 14:20
464,0,0,0,0,0,99,0,12/6/2020 14:20
465,0,0,0,0,0,0,OFF,12/6/2020 14:20
466,0,0,0,ON,0,0,0,12/6/2020 14:20
467,0,0,0,0,43,0,0,12/6/2020 14:20
468,38,0,0,0,0,0,0,12/6/2020 14:20
469,0,22,0,0,0,0,0,12/6/2020 14:20
470,0,0,0,0,0,43,0,12/6/2020 14:20
471,0,0,896,0,0,0,0,12/6/2020 14:20
472,0,0,0,0,51,0,0,12/6/2020 14:20
473,32,0,0,0,0,0,0,12/6/2020 14:20
474,0,28,0,0,0,0,0,12/6/2020 14:20
475,0,0,0,0,0,53,0,12/6/2020 14:20
476,0,0,0,0,42,0,0,12/6/2020 14:20
477,33,0,0,0,0,0,0,12/6/2020 14:20
478,0,24,0,0,0,0,0,12/6/2020 14:20
479,0,0,0,0,0,54,0,12/6/2020 14:20
480,0,0,0,0,28,0,0,12/6/2020 14:20
481,30,0,0,0,0,0,0,12/6/2020 14:20
482,0,21,0,0,0,0,0,12/6/2020 14:20
483,0,0,0,0,0,86,0,12/6/2020 14:20
484,0,0,98,0,0,0,0,12/6/2020 14:20
485,0,0,0,0,55,0,0,12/6/2020 14:20
486,40,0,0,0,0,0,0,12/6/2020 14:20
487,0,24,0,0,0,0,0,12/6/2020 14:20
488,0,0,0,0,0,73,0,12/6/2020 14:20
489,0,0,0,0,0,0,ON,12/6/2020 14:20
490,0,0,0,OFF,0,0,0,12/6/2020 14:20
491,0,0,0,0,44,0,0,12/6/2020 14:20
492,34,0,0,0,0,0,0,12/6/2020 14:20
493,0,0,0,0,0,44,0,12/6/2020 14:20
494,0,24,0,0,0,0,0,12/6/2020 14:20
495,0,0,0,0,45,0,0,12/6/2020 14:20
496,33,0,0,0,0,0,0,12/6/2020 14:20
497,0,0,0,0,0,50,0,12/6/2020 14:20
498,0,25,0,0,0,0,0,12/6/2020 14:20
499,0,0,234,0,0,0,0,12/6/2020 14:20
500,0,0,0,0,23,0,0,12/6/2020 14:20
501,30,0,0,0,0,0,0,12/6/2020 14:20
502,0,0,0,0,0,83,0,12/6/2020 14:20
503,0,21,0,0,0,0,0,12/6/2020 14:20
504,0,0,0,0,42,0,0,12/6/2020 14:20
505,35,0,0,0,0,0,0,12/6/2020 14:20
506,0,0,0,0,0,65,0,12/6/2020 14:20
507,0,21,0,0,0,0,0,12/6/2020 14:20
508,0,0,0,0,31,0,0,12/6/2020 14:20
509,36,0,0,0,0,0,0,12/6/2020 14:20
510,0,0,0,0,0,95,0,12/6/2020 14:20
511,0,26,0,0,0,0,0,12/6/2020 14:20
512,0,0,0,0,0,0,ON,12/6/2020 14:20
513,0,0,0,ON,0,0,0,12/6/2020 14:20
514,0,0,817,0,0,0,0,12/6/2020 14:20
515,0,0,0,0,15,0,0,12/6/2020 14:20
516,33,0,0,0,0,0,0,12/6/2020 14:20
517,0,0,0,0,0,44,0,12/6/2020 14:20
518,0,21,0,0,0,0,0,12/6/2020 14:20
519,0,0,0,0,28,0,0,12/6/2020 14:20
520,39,0,0,0,0,0,0,12/6/2020 14:20
521,0,24,0,0,0,0,0,12/6/2020 14:20
522,0,0,0,0,0,50,0,12/6/2020 14:20
523,0,0,0,0,17,0,0,12/6/2020 14:20
524,33,0,0,0,0,0,0,12/6/2020 14:20
525,0,0,0,0,0,79,0,12/6/2020 14:20
526,0,23,0,0,0,0,0,12/6/2020 14:20
527,0,0,61,0,0,0,0,12/6/2020 14:20
528,0,0,0,0,9,0,0,12/6/2020 14:20
529,34,0,0,0,0,0,0,12/6/2020 14:20
530,0,0,0,0,0,90,0,12/6/2020 14:20
531,0,21,0,0,0,0,0,12/6/2020 14:20
